method,lighting_primary_space_type,lighting_secondary_space_type,lighting_power_density,unit,rcr_threshold,automatic_daylight_responsive_controls_for_sidelighting,automatic_daylight_responsive_controls_for_toplighting,automatic_partial_off,automatic_full_off,scheduled_shutoff,annotation
CS,Audience/Seating Area,For Penitentiary,0.7,W/ft2,,,,,,,
CS,Audience/Seating Area,For Religious Buildings,1.7,W/ft2,,,,,,,
CS,Audience/Seating Area,For Sports Arena,0.4,W/ft2,,,,,,,
CS,Audience/Seating Area,For Performing Arts Theater,2.6,W/ft2,,,,,,,
CS,Audience/Seating Area,For Motion Picture Theater,1.2,W/ft2,,,,,,,
CS,Audience/Seating Area,For Transportation,0.5,W/ft2,,,,,,,
CS,Atrium: First Three Floors,General,0.6,W/ft2,,,,,,,
CS,Atrium: Each Additional Floor,General,0.2,W/ft2,,,,,,,
CS,Lounge/Recreation,General,1.2,W/ft2,,,,,REQ,,
CS,Lounge/Recreation,For Hospital,0.8,W/ft2,,,,,REQ,,
CS,Dining Area,General,0.9,W/ft2,,,,,,,
CS,Dining Area,For Penitentiary,1.3,W/ft2,,,,,,,
CS,Dining Area,For Hotel,1.3,W/ft2,,,,,,,
CS,Dining Area,For Motel,1.2,W/ft2,,,,,,,
CS,Dining Area,For Bar Lounge/Leisure Dining,1.4,W/ft2,,,,,,,
CS,Dining Area,For Family Dining,2.1,W/ft2,,,,,,,
CS,Food Preparation,General,1.2,W/ft2,,,,,,,
CS,Laboratory,General,1.4,W/ft2,,,,,,,
CS,Restrooms,General,0.9,W/ft2,,,,,,,
CS,Dressing/Locker/Fitting Room,General,0.6,W/ft2,,,,,,,
CS,Corridor/Transition,General,0.5,W/ft2,,,,,,,
CS,Corridor/Transition,For Hospital,1,W/ft2,,,,,,,
CS,Corridor/Transition,For Manufacturing Facility,0.5,W/ft2,,,,,,,
CS,Stairs: Active,General,0.6,W/ft2,,,,,,,
CS,Active Storage,General,0.8,W/ft2,,,,,,,
CS,Active Storage,For Hospital,0.9,W/ft2,,,,,,,
CS,Inactive Storage,General,0.3,W/ft2,,,,,,,
CS,Inactive Storage,For Museum,0.8,W/ft2,,,,,,,
CS,Electrical/Mechanical,General,1.5,W/ft2,,,,,,,
CS,Workshop,General,1.9,W/ft2,,,,,,,
SS,Gymnasium/Exercise Center,Playing Area,1.4,W/ft2,,,,,,,
SS,Gymnasium/Exercise Center,Exercise Area,0.9,W/ft2,,,,,,,
SS,Courthouse/Police Station/Penitentiary,Courtroom,1.9,W/ft2,,,,,,,
SS,Courthouse/Police Station/Penitentiary,Confinement Cells,0.9,W/ft2,,,,,,,
SS,Courthouse/Police Station/Penitentiary,Judges Chambers,1.3,W/ft2,,,,,,,
SS,Fire Stations,Fire Station Engine Room,0.8,W/ft2,,,,,,,
SS,Fire Stations,Sleeping Quarters,0.3,W/ft2,,,,,,,
SS,Post Office: Sorting Area,General,1.2,W/ft2,,,,,,,
SS,Convention Center: Exhibit Space,General,1.3,W/ft2,,,,,,,
SS,Library,Card File and Cataloging,1.1,W/ft2,,,,,,,
SS,Library,Stacks,1.7,W/ft2,,,,,,,
SS,Library,Reading Area,1.2,W/ft2,,,,,,,
SS,Hospital,Emergency,2.7,W/ft2,,,,,,,
SS,Hospital,Recovery,0.8,W/ft2,,,,,,,
SS,Hospital,Nurse Station,1,W/ft2,,,,,,,
SS,Hospital,Exam/Treatment,1.5,W/ft2,,,,,,,
SS,Hospital,Pharmacy,1.2,W/ft2,,,,,,,
SS,Hospital,Patient Room,0.7,W/ft2,,,,,,,
SS,Hospital,Operating Room,2.2,W/ft2,,,,,,,
SS,Hospital,Nursery,0.6,W/ft2,,,,,,,
SS,Hospital,Medical Supply,1.4,W/ft2,,,,,,,
SS,Hospital,Physical Therapy,0.9,W/ft2,,,,,,,
SS,Hospital,Radiology,0.4,W/ft2,,,,,,,
SS,Hospital,Laundry: Washing,0.6,W/ft2,,,,,,,
SS,Automotive: Service/Repair,General,0.7,W/ft2,,,,,,,
SS,Manufacturing,Low Bay (<25 ft Floor to Ceiling Height),1.2,W/ft2,,,,,,,
SS,Manufacturing,High Bay (>25 ft Floor to Ceiling Height),1.7,W/ft2,,,,,,,
SS,Manufacturing,Detailed Manufacturing,2.1,W/ft2,,,,,,,
SS,Manufacturing,Equipment Room,1.2,W/ft2,,,,,,,
SS,Manufacturing,Control Room,0.5,W/ft2,,,,,,,
SS,Hotel/Motel Guest Rooms,General,1.1,W/ft2,,,,,,,
SS,Dormitory: Living Quarters,General,1.1,W/ft2,,,,,,,
SS,Museum,General Exhibition,1,W/ft2,,,,,,,
SS,Museum,Restoration,1.7,W/ft2,,,,,,,
SS,Bank/Office Banking Activity Area,General,1.5,W/ft2,,,,,,,
SS,Religious Buildings,"Worship Pulpit, Choir",2.4,W/ft2,,,,,,,
SS,Religious Buildings,Fellowship Hall,0.9,W/ft2,,,,,,,
SS,Retail,Sales Area,1.7,W/ft2,,,,,,,
SS,Retail,Mall Concourse,1.7,W/ft2,,,,,,,
SS,Sports Arena,Ring Sports Area,2.7,W/ft2,,,,,,,
SS,Sports Arena,Court Sports Area,2.3,W/ft2,,,,,,,
SS,Sports Arena,Indoor Playing Field Area,1.4,W/ft2,,,,,,,
SS,Warehouse,Fine Material Storage,1.4,W/ft2,,,,,,,
SS,Warehouse,Medium/Bulky Material Storage,0.9,W/ft2,,,,,,,
SS,Parking Garage: Garage Area,General,0.2,W/ft2,,,,,,,
SS,Transportation,Airport: Concourse,0.6,W/ft2,,,,,,,
SS,Transportation,Air/Train/Bus: Baggage Area,1,W/ft2,,,,,,,
SS,Transportation,Terminal: Ticket Counter,1.5,W/ft2,,,,,,,
SS,Retail,Sales Additional (Specific Display),1.6,W/ft2,,,,,,,
SS,Retail,Sales Additional (Valuable Merchandise),3.9,W/ft2,,,,,,,
