material_id,Material,description,Size,Fuel,source,type,id,unit,province_state,city,year,material_cost,labour_cost,equipment_cost,material_op_factor,labour_op_factor,equipment_op_factor,comments,material_mult,labour_mult
27,PipeInsulationsilica,"Insulation, pipe covering (price copper tube one size less than I.P.S.), calcium silicate, 1"" wall, 3"" iron pipe size, includes 8 oz. canvas cover",3,,rs-means,Unit,170416,L.F.,,,,,,,,,,,1,1
28,PipeInsulation,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 3/4"" iron pipe size",0.75,,rs-means,Unit,170417,L.F.,,,,,,,,,,,1,1
29,PipeInsulation,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 1"" iron pipe size",1,,rs-means,Unit,170418,L.F.,,,,,,,,,,,1,1
30,PipeInsulation,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 1-1/4"" iron pipe size",1.25,,rs-means,Unit,170419,L.F.,,,,,,,,,,,1,1
31,PipeInsulation,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 1-1/2"" iron pipe size",1.5,,rs-means,Unit,170420,L.F.,,,,,,,,,,,1,1
32,PipeInsulation,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 2"" iron pipe size",2,,rs-means,Unit,170421,L.F.,,,,,,,,,,,1,1
33,PipeInsulation,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 2-1/2"" iron pipe size",2.5,,rs-means,Unit,170422,L.F.,,,,,,,,,,,1,1
34,PipeInsulation,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1-1/2"" wall, 2-1/2"" iron pipe size",2.5,,rs-means,Unit,170423,L.F.,,,,,,,,,,,1,1
35,PipeInsulation,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1-1/2"" wall, 4"" iron pipe size",4,,rs-means,Unit,170424,L.F.,,,,,,,,,,,1,1
36,PipeJacket,"Insulation, pipe covering (price copper tube one size less than I.P.S.), finishes, .016"" thick, for aluminum jacket, add",4,,rs-means,Unit,170425,L.F.,,,,,,,,,,,1,1
37,CopperPipe,"Pipe, copper, tubing, solder, 3/4"" diameter, type L, includes coupling & clevis hanger assembly 10' O.C.",0.75,,rs-means,Unit,170426,L.F.,,,,,,,,,,,1,1
38,CopperPipe,"Pipe, copper, tubing, solder, 1"" diameter, type L, includes coupling & clevis hanger assembly 10' O.C.",1,,rs-means,Unit,170427,L.F.,,,,,,,,,,,1,1
39,CopperPipe,"Pipe, copper, tubing, solder, 1-1/4"" diameter, type L, includes coupling & clevis hanger assembly 10' O.C.",1.25,,rs-means,Unit,170428,L.F.,,,,,,,,,,,1,1
40,CopperPipe,"Pipe, copper, tubing, solder, 1-1/2"" diameter, type L, includes coupling & clevis hanger assembly 10' O.C.",1.5,,rs-means,Unit,170429,L.F.,,,,,,,,,,,1,1
41,CopperPipe,"Pipe, copper, tubing, solder, 2"" diameter, type L, includes coupling & clevis hanger assembly 10' O.C.",2,,rs-means,Unit,170430,L.F.,,,,,,,,,,,1,1
42,CopperPipe,"Pipe, copper, tubing, solder, 2.5"" diameter, type L, includes coupling & clevis hanger assembly 10' O.C.",2.5,,rs-means,Unit,170431,each,,,,,,,,,,,1,1
43,PipeAssem,"Pipe, sub assemblies used in assembly systems, chilled water unit, coil connections, per unit, under 10 ton",37.120000000000005,,rs-means,Unit,170432,each,,,,,,,,,,,1,1
44,PipeAssem,"Pipe, sub assemblies used in assembly systems, chilled water unit, coil connections, per unit, 10 ton and up",37.123712,,rs-means,Unit,170433,each,,,,,,,,,,,1,1
45,PipeDistribAssem,"Pipe, sub assemblies used in assembly systems, chilled water distribution piping, per ton, less than 61 ton systems",,,rs-means,Unit,170434,each,,,,,,,,,,,1,1
46,CopperPipeElbow,"Elbow, 90 Deg., copper, wrought, copper x copper, 3/4""",0.75,,rs-means,Unit,170435,each,,,,,,,,,,,1,1
47,CopperPipeElbow,"Elbow, 90 Deg., copper, wrought, copper x copper, 1""",1,,rs-means,Unit,170436,each,,,,,,,,,,,1,1
48,CopperPipeElbow,"Elbow, 90 Deg., copper, wrought, copper x copper, 1-1/4""",1.25,,rs-means,Unit,170437,each,,,,,,,,,,,1,1
49,CopperPipeElbow,"Elbow, 90 Deg., copper, wrought, copper x copper, 1-1/2""",1.5,,rs-means,Unit,170438,each,,,,,,,,,,,1,1
50,CopperPipeElbow,"Elbow, 90 Deg., copper, wrought, copper x copper, 2""",2,,rs-means,Unit,170439,each,,,,,,,,,,,1,1
51,CopperPipeElbow,"Elbow, 90 Deg., copper, wrought, copper x copper, 2-1/2""",2.5,,rs-means,Unit,170440,each,,,,,,,,,,,1,1
52,CopperPipeTee,"Tee, copper, wrought, copper x copper, 3/4""",0.75,,rs-means,Unit,170441,each,,,,,,,,,,,1,1
53,CopperPipeTee,"Tee, copper, wrought, copper x copper, 1""",1,,rs-means,Unit,170442,each,,,,,,,,,,,1,1
54,CopperPipeTee,"Tee, copper, wrought, copper x copper, 1-1/4""",1.25,,rs-means,Unit,170443,each,,,,,,,,,,,1,1
55,CopperPipeTee,"Tee, copper, wrought, copper x copper, 1-1/2""",1.5,,rs-means,Unit,170444,each,,,,,,,,,,,1,1
56,CopperPipeTee,"Tee, copper, wrought, copper x copper, 2""",2,,rs-means,Unit,170445,each,,,,,,,,,,,1,1
57,CopperPipeTee,"Tee, copper, wrought, copper x copper, 2-1/2""",2.5,,rs-means,Unit,170446,each,,,,,,,,,,,1,1
58,CopperPipeUnion,"Union, copper, cast, copper x copper, 3/4""",0.75,,rs-means,Unit,170447,each,,,,,,,,,,,1,1
59,CopperPipeUnion,"Union, copper, cast, copper x copper, 1""",1,,rs-means,Unit,170448,each,,,,,,,,,,,1,1
60,CopperPipeUnion,"Union, copper, cast, copper x copper, 1-1/4""",1.25,,rs-means,Unit,170449,each,,,,,,,,,,,1,1
61,CopperPipeUnion,"Union, copper, cast, copper x copper, 1-1/2""",1.5,,rs-means,Unit,170450,each,,,,,,,,,,,1,1
62,CopperPipeUnion,"Union, copper, cast, copper x copper, 2""",2,,rs-means,Unit,170451,each,,,,,,,,,,,1,1
63,CopperPipeUnion,"Union, copper, cast, copper x copper, 2-1/2""",2.5,,rs-means,Unit,170452,each,,,,,,,,,,,1,1
64,CopperAdapter,"Adapter, copper, wrought, copper x male I.P.S., 3/4""",0.75,,rs-means,Unit,170453,each,,,,,,,,,,,1,1
65,CopperAdapter,"Adapter, copper, wrought, copper x male I.P.S., 1""",1,,rs-means,Unit,170454,each,,,,,,,,,,,1,1
66,CopperAdapter,"Adapter, copper, wrought, copper x male I.P.S., 1-1/4""",1.25,,rs-means,Unit,170455,each,,,,,,,,,,,1,1
67,CopperAdapter,"Adapter, copper, wrought, copper x male I.P.S., 1-1/2""",1.5,,rs-means,Unit,170456,each,,,,,,,,,,,1,1
68,CopperAdapter,"Adapter, copper, wrought, copper x male I.P.S., 2""",2,,rs-means,Unit,170457,each,,,,,,,,,,,1,1
69,CopperAdapter,"Adapter, copper, wrought, copper x male I.P.S., 2-1/2""",2.5,,rs-means,Unit,170458,each,,,,,,,,,,,1,1
70,SteelPipe,"Pipe, steel, black, threaded, 1/2"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",0.5,,rs-means,Unit,170459,L.F.,,,,,,,,,,,1,1
71,SteelPipe,"Pipe, steel, black, threaded, 3/4"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",0.75,,rs-means,Unit,170460,L.F.,,,,,,,,,,,1,1
72,SteelPipe,"Pipe, steel, black, threaded, 1"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",1,,rs-means,Unit,170461,L.F.,,,,,,,,,,,1,1
73,SteelPipe,"Pipe, steel, black, threaded, 1-1/4"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",1.25,,rs-means,Unit,170462,L.F.,,,,,,,,,,,1,1
74,SteelPipe,"Pipe, steel, black, threaded, 1-1/2"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",1.5,,rs-means,Unit,170463,L.F.,,,,,,,,,,,1,1
75,SteelPipe,"Pipe, steel, black, threaded, 2"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",2,,rs-means,Unit,170464,L.F.,,,,,,,,,,,1,1
76,SteelPipe,"Pipe, steel, black, welded, 2-1/2"" diameter, schedule 40, Spec. A-53, includes yoke & roll hanger assembly, sized for covering, 10' OC",2.5,,rs-means,Unit,170465,L.F.,,,,,,,,,,,1,1
77,SteelPipe,"Pipe, steel, black, welded, 3"" diameter, schedule 40, Spec. A-53, includes yoke & roll hanger assembly, sized for covering, 10'",3,,rs-means,Unit,170466,L.F.,,,,,,,,,,,1,1
78,SteelPipe,"Pipe, steel, black, welded, 4"" diameter, schedule 40, Spec. A-53, includes yoke & roll hanger assembly, sized for covering, 10' OC",4,,rs-means,Unit,170467,L.F.,,,,,,,,,,,1,1
79,SteelPipeElbow,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 1/2""",0.5,,rs-means,Unit,170468,each,,,,,,,,,,,1,1
80,SteelPipeElbow,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 3/4""",0.75,,rs-means,Unit,170469,each,,,,,,,,,,,1,1
81,SteelPipeElbow,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 1""",1,,rs-means,Unit,170470,each,,,,,,,,,,,1,1
82,SteelPipeElbow,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 1-1/4""",1.25,,rs-means,Unit,170471,each,,,,,,,,,,,1,1
83,SteelPipeElbow,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 1-1/2""",1.5,,rs-means,Unit,170472,each,,,,,,,,,,,1,1
84,SteelPipeElbow,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 2""",2,,rs-means,Unit,170473,each,,,,,,,,,,,1,1
85,SteelPipeElbow,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 2-1/2""",2.5,,rs-means,Unit,170474,each,,,,,,,,,,,1,1
86,SteelPipeTee,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 3/4""",0.75,,rs-means,Unit,170475,each,,,,,,,,,,,1,1
87,SteelPipeTee,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 1""",1,,rs-means,Unit,170476,each,,,,,,,,,,,1,1
88,SteelPipeTee,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 1-1/4""",1.25,,rs-means,Unit,170477,each,,,,,,,,,,,1,1
89,SteelPipeTee,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 1-1/2""",1.5,,rs-means,Unit,170478,each,,,,,,,,,,,1,1
90,SteelPipeTee,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 2""",2,,rs-means,Unit,170479,each,,,,,,,,,,,1,1
91,SteelPipeTee,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 2-1/2""",2.5,,rs-means,Unit,170480,each,,,,,,,,,,,1,1
92,SteelPipeTeeRed,"Tee, steel, malleable iron, black, reducing on the outlet, threaded, 150 lb., 3/4""",0.75,,rs-means,Unit,170481,each,,,,,,,,,,,1,1
93,SteelPipeTeeRed,"Tee, steel, malleable iron, black, reducing on the outlet, threaded, 150 lb., 1""",1,,rs-means,Unit,170482,each,,,,,,,,,,,1,1
94,SteelPipeTeeRed,"Tee, steel, malleable iron, black, reducing on the outlet, threaded, 150 lb., 2""",2,,rs-means,Unit,170483,each,,,,,,,,,,,1,1
95,SteelPipeRed,"Reducer, steel, malleable iron, black, concentric, threaded, 150 lb., 3/4""",0.75,,rs-means,Unit,170484,each,,,,,,,,,,,1,1
96,SteelPipeRed,"Reducer, steel, malleable iron, black, concentric, threaded, 150 lb., 1-1/4""",1.25,,rs-means,Unit,170485,each,,,,,,,,,,,1,1
97,SteelPipeRed,"Reducer, steel, malleable iron, black, concentric, threaded, 150 lb., 2""",2,,rs-means,Unit,170486,each,,,,,,,,,,,1,1
98,SteelPipeCap,"Cap, steel, malleable iron, black, threaded, 150 lb., 3/4""",0.75,,rs-means,Unit,170487,each,,,,,,,,,,,1,1
99,SteelPipeUnion,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 3/4""",0.75,,rs-means,Unit,170488,each,,,,,,,,,,,1,1
100,SteelPipeUnion,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 1""",1,,rs-means,Unit,170489,each,,,,,,,,,,,1,1
101,SteelPipeUnion,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 1-1/4""",1.25,,rs-means,Unit,170490,each,,,,,,,,,,,1,1
102,SteelPipeUnion,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 1-1/2""",1.5,,rs-means,Unit,170491,each,,,,,,,,,,,1,1
103,SteelPipeUnion,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 2""",2,,rs-means,Unit,170492,each,,,,,,,,,,,1,1
104,SteelPipeUnion,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 2-1/2""",2.5,,rs-means,Unit,170493,each,,,,,,,,,,,1,1
105,CSteelElbow,"Elbow, 90 Deg., steel, carbon steel, black, long radius, butt weld, standard weight, 2-1/2"" pipe size, includes 1 weld per joint and weld machine",2.5,,rs-means,Unit,170494,each,,,,,,,,,,,1,1
106,CSteelElbow,"Elbow, 90 Deg., steel, carbon steel, black, long radius, butt weld, standard weight, 4"" pipe size, includes 1 weld per joint and weld machine",4,,rs-means,Unit,170495,each,,,,,,,,,,,1,1
107,CSteelRed,"Reducer, steel, carbon steel, black, eccentric, butt weld, standard weight, 2-1/2"" pipe size, includes 1 weld per joint and weld machine",2.5,,rs-means,Unit,170496,each,,,,,,,,,,,1,1
108,CSteelTee,"Tee, steel, carbon steel, black, reducing on the outlet, butt weld, standard weight, 2-1/2"" x 2"" pipe size, includes 1 weld per joint and weld machine",2.5,,rs-means,Unit,170497,each,,,,,,,,,,,1,1
109,CSteelNozzle,"Nozzle, steel, T-O-L, weld-on, 1/4"" pipe size, includes 1 weld per joint and weld machine",0.25,,rs-means,Unit,170498,each,,,,,,,,,,,1,1
110,CSteelNozzle,"Nozzle, steel, T-O-L, weld-on, 1/2"" pipe size, includes 1 weld per joint and weld machine",0.5,,rs-means,Unit,170499,each,,,,,,,,,,,1,1
111,CSteelNozzle,"Nozzle, steel, T-O-L, weld-on, 3/4"" pipe size, includes 1 weld per joint and weld machine",0.75,,rs-means,Unit,170500,each,,,,,,,,,,,1,1
112,SteelFlange,"Flange, steel, forged steel, weld neck, 150 lb., 2-1/2"" pipe size, includes 1 weld per joint and weld machine",2.5,,rs-means,Unit,170501,each,,,,,,,,,,,1,1
113,SteelFlange,"Flange, steel, forged steel, weld neck, 150 lb., 4"" pipe size, includes 1 weld per joint and weld machine",4,,rs-means,Unit,170502,each,,,,,,,,,,,1,1
114,SteelPlug,"Pressure & temperature safety plug, 3/4"" external thread, 3/8"" diameter element, 7-1/2"" insertion, 316 stainless steel",,,rs-means,Unit,170503,each,,,,,,,,,,,1,1
115,Strainers,"Strainer, Y type, bronze body, screwed, 125 lb., 3/4"" pipe size",0.75,,rs-means,Unit,170504,each,,,,,,,,,,,1,1
116,Strainers,"Strainer, Y type, bronze body, screwed, 125 lb., 1"" pipe size",1,,rs-means,Unit,170505,each,,,,,,,,,,,1,1
117,Strainers,"Strainer, Y type, bronze body, screwed, 125 lb., 1-1/4"" pipe size",1.25,,rs-means,Unit,170506,each,,,,,,,,,,,1,1
118,Strainers,"Strainer, Y type, bronze body, screwed, 125 lb., 1-1/2"" pipe size",1.5,,rs-means,Unit,170507,each,,,,,,,,,,,1,1
119,Strainers,"Strainer, Y type, bronze body, screwed, 125 lb., 2"" pipe size",2,,rs-means,Unit,170508,each,,,,,,,,,,,1,1
120,Strainers,"Strainer, Y type, bronze body, flanged, 150 lb., 2-1/2"" pipe size, flanged",2.5,,rs-means,Unit,170509,each,,,,,,,,,,,1,1
121,Strainers,"Strainer, Y type, bronze body, flanged, 150 lb., 3"" pipe size, flanged",3,,rs-means,Unit,170510,each,,,,,,,,,,,1,1
122,CircuitSetter,"Circuit setter balance valve, bronze body, threaded, 3/4"" pipe size",0.75,,rs-means,Unit,170511,each,,,,,,,,,,,1,1
123,CircuitSetter,"Circuit setter balance valve, bronze body, threaded, 1"" pipe size",1,,rs-means,Unit,170512,each,,,,,,,,,,,1,1
124,CircuitSetter,"Circuit setter balance valve, bronze body, threaded, 1-1/4"" pipe size",1.25,,rs-means,Unit,170513,each,,,,,,,,,,,1,1
125,CircuitSetter,"Circuit setter balance valve, bronze body, threaded, 1-1/2"" pipe size",1.5,,rs-means,Unit,170514,each,,,,,,,,,,,1,1
126,CircuitSetter,"Circuit setter balance valve, bronze body, threaded, 2"" pipe size",2,,rs-means,Unit,170515,each,,,,,,,,,,,1,1
127,CircuitSetter,"Circuit setter balance valve, bronze body, threaded, 2-1/2"" pipe size",2.5,,rs-means,Unit,170516,each,,,,,,,,,,,1,1
128,AirSeparator,"Air control, air separator, micro-bubble type for total air removal, closed loop system, water (hot or chilled), or glycol system, threaded, 2-1/2"" diameter, excludes necessary bladder type tank",,,rs-means,Unit,170517,each,,,,,,,,,,,1,1
129,ExpansionTanks,"Expansion joints, bellows type, neoprene cover, flanged spool, 6"" face to face, 2-1/2"" diameter",,,rs-means,Unit,170518,each,,,,,,,,,,,1,1
130,ExpansionTanks,"Expansion tanks, steel, liquid expansion, painted, 15 gallon capacity, ASME",15,,rs-means,Unit,170519,each,,,,,,,,,,,1,1
131,ExpansionTanks,"Expansion tanks, steel, liquid expansion, painted, 24 gallon capacity, ASME",24,,rs-means,Unit,170520,each,,,,,,,,,,,1,1
132,ExpansionTanks,"Expansion tanks, steel, liquid expansion, painted, 60 gallon capacity, ASME",60,,rs-means,Unit,170521,each,,,,,,,,,,,1,1
133,ExpansionTanks,"Expansion tanks, steel, liquid expansion, rubber diaphragm, size is acceptable capacity, 61 gallon capacity, ASME",,,rs-means,Unit,170522,each,,,,,,,,,,,1,1
134,Balancing,"Balancing, air conditioning equipment, rooftop heating and cooling unit, (Subcontractor's quote including material & labor)",,,rs-means,Unit,170523,each,,,,,,,,,,,1,1
135,Balancing,"Balancing, air conditioning equipment, supply, return, exhaust, registers and diffusers, high ceiling, (Subcontractor's quote including material & labor)",,,rs-means,Unit,170524,each,,,,,,,,,,,1,1
136,Balancing,"Balancing, air conditioning equipment, supply, return, exhaust, registers and diffusers, variable volume boxes, (Subcontractor's quote including material & labor)",,,rs-means,Unit,170525,each,,,,,,,,,,,1,1
137,Balancing,"Balancing, water, cooling tower, (Subcontractor's quote including material & labor)",,,rs-means,Unit,170526,each,,,,,,,,,,,1,1
138,Balancing,"Balancing, water, fan coil unit, unit ventilator, (Subcontractor's quote including material & labor)",,,rs-means,Unit,170527,each,,,,,,,,,,,1,1
139,Balancing,"Balancing, water, main and duct re-heat coils, (Subcontractor's quote including material & labor)",,,rs-means,Unit,170528,each,,,,,,,,,,,1,1
140,Balancing,"Balancing, water, pumps, (Subcontractor's quote including material & labor)",,,rs-means,Unit,170529,each,,,,,,,,,,,1,1
141,Balancing,"Balancing, water, unit heater, (Subcontractor's quote including material & labor)",,,rs-means,Unit,170530,each,,,,,,,,,,,1,1
142,Controls,"Control components/DDC system, subcontractor's quote incl. material & labor, analog inputs, sensors (average 50' run in 1/2"" EMT), water flow",,,rs-means,Unit,170531,each,,,,,,,,,,,1,1
143,Controls,"Pneumatic control system, heating & ventilating, split system, cooling tower, fan cycle, damper control, control system, including water readout in/out at panel",,,rs-means,Unit,170532,each,,,,,,,,,,,1,1
144,Controls,"Pneumatic control system, fan coil, heating & cooling valves, 4 pipe control system",,,rs-means,Unit,170533,each,,,,,,,,,,,1,1
145,Controls,"Control component, gauges, pressure or vacuum, 3-1/2"" dia. dial",,,rs-means,Unit,170534,each,,,,,,,,,,,1,1
146,Controls,"Control component, thermometers, stem type, 9"" case, 8"" stem, 3/4"" NPT",,,rs-means,Unit,170535,each,,,,,,,,,,,1,1
147,Controls,"Control component, thermostats, electric, timed, 1 set back",,,rs-means,Unit,170536,each,,,,,,,,,,,1,1
148,Controls,"Control component, valves, motor controlled, electric motor actuated, brass, two way, screwed, 3/4"" pipe size, incl. actuator",,,rs-means,Unit,170537,each,,,,,,,,,,,1,1
149,Controls,"Control component, valves, motor controlled, electric motor actuated, brass, two way, screwed, 1"" pipe size",,,rs-means,Unit,170538,each,,,,,,,,,,,1,1
150,Controls,"Control component, burner solenoid valve, electric motor actuated, brass two way screwed, 2"" pipe size",,,rs-means,Unit,170539,each,,,,,,,,,,,1,1
151,Controls,"Control component, burner solenoid valve, brass, three way, screwed, 1-1/2"" pipe size",,,rs-means,Unit,170540,each,,,,,,,,,,,1,1
152,Controls,"Control component, burner solenoid valve, iron body, three way, flanged, 2-1/2"" pipe size",,,rs-means,Unit,170541,each,,,,,,,,,,,1,1
153,DuctInsulationGrease,"Duct thermal insulation, blanket type, fiberglass, flexible, fire rated for grease ducts, 1-1/2"" thick",1.5,,rs-means,Unit,170542,ft2,,,,,,,,,,,1,1
154,DuctInsulation,"Duct thermal insulation, blanket type, fiberglass, flexible, FSK vapor barrier wrap, .75 lb. density, 1-1/2"" thick",1.5,,rs-means,Unit,170543,ft2,,,,,,,,,,,1,1
155,Ductwork,"Metal ductwork, fabricated rectangular, galvanized steel, under 200 lb., incl fittings, joints, supports & allow for a flexible connections field sketches, excludes as-built drawings and insulation",199,,rs-means,Unit,170544,lb.,,,,,,,,,,,1,1
156,Ductwork,"Metal ductwork, fabricated rectangular, galvanized steel, 200 to 500 lb., incl fittings, joints, supports & allow for a flexible connections field sketches, excludes as-built drawings and insulation",200,,rs-means,Unit,170545,lb.,,,,,,,,,,,1,1
157,Ductwork-F,"Rigid fibreglass reinforced plastic, 4 "" diameter",4,,rs-means,Unit,170546,L.F.,,,,,,,,,,,1,1
158,Ductwork-F,"Rigid fibreglass reinforced plastic, 6 "" diameter",6,,rs-means,Unit,170547,L.F.,,,,,,,,,,,1,1
159,Ductwork-F,"Rigid fibreglass reinforced plastic, 10 "" diameter",10,,rs-means,Unit,170548,L.F.,,,,,,,,,,,1,1
160,Ductwork-F,"Rigid fibreglass reinforced plastic, 12 "" diameter",12,,rs-means,Unit,170549,L.F.,,,,,,,,,,,1,1
161,Ductwork-P,"Polypropylene ducts, 4"" diameter",4,,rs-means,Unit,170550,L.F.,,,,,,,,,,,1,1
162,Ductwork-P,"Polypropylene ducts,6"" diameter",6,,rs-means,Unit,170551,L.F.,,,,,,,,,,,1,1
163,Ductwork-P,"Polypropylene ducts, 10"" diameter",10,,rs-means,Unit,170552,L.F.,,,,,,,,,,,1,1
164,Ductwork-P,"Polypropylene ducts, 12"" diameter",12,,rs-means,Unit,170553,L.F.,,,,,,,,,,,1,1
165,Ductwork-M,"Flexible metal ductwork insulated with 1"" PE jacket 4"" diameter",4,,rs-means,Unit,170554,L.F.,,,,,,,,,,,1,1
