lighting_type_id,description,source,type,id,unit
102,"Interior LED fixtures, downlight, cylinder, 10 watts, incl lamps, mounting hardware and connections",rs-means,Unit,180218,Ea
103,"Interior LED fixtures, downlight, cylinder, 20 watts, incl lamps, mounting hardware and connections",rs-means,Unit,180219,Ea
104,"Interior LED fixtures, troffer, recess mounted, 37 Watts, 3200 Lumens, 2' x 4', incl lamps, mounting hardware and connections, replaces 2 T8s",rs-means,Unit,180220,Ea
105,"Interior LED fixtures, troffer, recess mounted, 60 Watts, 4800 Lumens, 2' x 4', incl lamps, mounting hardware and connections, replaces 3 Ts",rs-means,Unit,180221,Ea
106,"Interior LED fixtures, troffer, recess mounted, 100 Watts, 6400 Lumens, 2' x 4', incl lamps, mounting hardware and connections, replaces 4 T8s",rs-means,Unit,180222,Ea
107,"Interior LED fixtures, troffer retrofit lamp, 38 watt, incl lamps, mounting hardware and connections",rs-means,Unit,180223,Ea
108,"Interior LED fixtures, troffer retrofit lamp, 60 watt, incl lamps, mounting hardware and connections",rs-means,Unit,180224,Ea
109,"Interior LED fixtures, troffer retrofit lamp, 100 watt, incl lamps, mounting hardware and connections",rs-means,Unit,180225,Ea
110,"Interior LED fixtures, troffer, volumetric recess mounted, 2' x 2', incl lamps, mounting hardware and connections",rs-means,Unit,180226,Ea
111,"Interior LED fixtures, strip, surface mounted, 37 Watts, 3500K, one light bar 4' long, incl lamps, mounting hardware and connections",rs-means,Unit,180227,Ea
112,"Interior LED fixtures, strip, surface mounted,  47 Watts 5000K, one light bar 4' long, incl lamps, mounting hardware and connections",rs-means,Unit,180228,Ea
113,"Interior LED fixtures, strip, surface mounted, 92 Watts, 5000K, two light bar 4' long, incl lamps, mounting hardware and connections",rs-means,Unit,180229,Ea
114,"Interior LED fixtures, linear, suspended mounted, 37 watt, one light bar 4' long, incl lamps, mounting hardware and connections",rs-means,Unit,180230,Ea
115,"Interior LED fixtures, linear, suspended mounted, 74 watt, one light bar 8' long, incl lamps, mounting hardware and connections",rs-means,Unit,180231,Ea
116,"Interior LED fixtures, linear, suspended mounted, 74 watt, two light bar 4' long, incl lamps, mounting hardware and connections",rs-means,Unit,180232,Ea
117,"Interior LED fixtures, linear, suspended mounted, 148 watt, two light bar 8' long, incl lamps, mounting hardware and connections",rs-means,Unit,180233,Ea
118,"Interior LED fixtures, high bay, surface mounted, round, 150 watt",rs-means,Unit,180234,Ea
119,"Interior LED fixtures, high bay, surface mounted,two bars, 164 watt",rs-means,Unit,180235,Ea
120,"Interior LED fixtures, high bay, surface mounted, three bars, 246 watt",rs-means,Unit,180236,Ea
121,"Interior LED fixtures, high bay, surface mounted, four bars, 328 watt",rs-means,Unit,180237,Ea
122,"Interior LED fixtures, high bay, surface mounted, five bars, 410 watt",rs-means,Unit,180238,Ea
123,"Interior LED fixtures, high bay, surface mounted, 6 bars, 492 watt",rs-means,Unit,180239,Ea
124,"Interior LED fixtures, high bay, surface mounted, 7 bars, 574 watt",rs-means,Unit,180240,Ea
125,"Interior LED fixtures, high bay, surface mounted, 8 bars, 656 watt",rs-means,Unit,180241,Ea
126,"Interior LED fixtures, track, lighthead, 6 watt",rs-means,Unit,180242,Ea
127,"Interior LED fixtures, track, lighthead, 9 watt",rs-means,Unit,180243,Ea
128,"Interior LED fixtures, garage, surface mounted, 103 watts",rs-means,Unit,180244,Ea
129,"Interior LED fixtures, garage, pendent mounted, 80 watts",rs-means,Unit,180245,Ea
130,"Interior LED fixtures, garage, pendent mounted, 95 watts",rs-means,Unit,180246,Ea
131,"Interior LED fixtures, garage, pendent mounted, 125 watts",rs-means,Unit,180247,Ea
150,"Fluorescent fixtures, residential, interior, surface mounted, circline, 32 watt & 40 watt",rs-means,Unit,180248,Ea
151,"Fluorescent fixtures, residential, interior, surface mounted, 2 U-tube 32 watt T8, 2' x 2'",rs-means,Unit,180249,Ea
152,"Fluorescent fixtures, residential, interior, surface mounted, shallow under cabinet, 2-20 watt",rs-means,Unit,180250,Ea
153,"Fluorescent fixtures, residential, interior, wall mounted, with baffle, 2-32 watt T8, 4' L",rs-means,Unit,180251,Ea
160,"Ballast, replacement, interior lighting fixtures, fluorescent, less than 2 lbs, to 15' high",rs-means,Unit,180252,Ea
161,"Ballast, replacement, interior lighting fixtures, fluorescent, w/ reducer, two 40 W, 2 to 5 lbs, to 15' high",rs-means,Unit,180253,Ea
162,"Ballast, replacement, interior lighting fixtures, fluorescent, slimline, two F96, over 5 lbs, to 15' high",rs-means,Unit,180254,Ea
163,"Electronic ballast, replacement, interior lighting fixtures, for two tubes, to 15' high",rs-means,Unit,180255,Ea
164,"Dimmable ballast, replacement, interior lighting fixtures, one lamp, to 15' high",rs-means,Unit,180256,Ea
165,"Dimmable ballast, replacement, interior lighting fixtures, two-lamp, to 15' high",rs-means,Unit,180257,Ea
166,"Ballasts, replacement, multi-tap, for high pressure sodium, 70 watt",rs-means,Unit,180258,Ea
167,"Ballasts, replacement, multi-tap, for high pressure sodium, 100 watt",rs-means,Unit,180259,Ea
168,"Ballasts, replacement, multi-tap, for high pressure sodium, 150 watt",rs-means,Unit,180260,Ea
169,"Ballasts, replacement, multi-tap, for high pressure sodium, 250 watt",rs-means,Unit,180261,Ea
170,"Ballasts, replacement, multi-tap, for high pressure sodium, 400 watt",rs-means,Unit,180262,Ea
171,"Ballasts, replacement, multi-tap, for high pressure sodium, 1000 watt",rs-means,Unit,180263,Ea
172,"Ballasts, replacement, multi-tap, for metal halide, 175 Watt",rs-means,Unit,180264,Ea
173,"Ballasts, replacement, multi-tap, for metal halide, 250 Watt",rs-means,Unit,180265,Ea
174,"Ballasts, replacement, multi-tap, for metal halide, 400 Watt",rs-means,Unit,180266,Ea
175,"Ballasts, replacement, multi-tap, for metal halide, 1000 Watt",rs-means,Unit,180267,Ea
176,"Ballasts, replacement, multi-tap, for metal halide, 1500 Watt",rs-means,Unit,180268,Ea
177,"Exit lighting, incandescent, single face, ceiling or wall mount",rs-means,Unit,180269,Ea
178,"Exit lighting, incandescent, double face, ceiling or wall mount",rs-means,Unit,180270,Ea
179,"Exit lighting, incandescent, double face, explosion proof, ceiling or wall mount",rs-means,Unit,180271,Ea
180,"Exit lighting, fluorescent, single face, ceiling or wall mount",rs-means,Unit,180272,Ea
181,"Exit lighting, fluorescent, double face, ceiling or wall mount",rs-means,Unit,180273,Ea
182,"Exit lighting, LED standard, single face, ceiling or wall mount",rs-means,Unit,180274,Ea
183,"Exit lighting, LED standard, double face, ceiling or wall mount",rs-means,Unit,180275,Ea
184,"Exit lighting, LED vandal-resistant, single face, single face, ceiling or wall mount",rs-means,Unit,180276,Ea
185,"Exit lighting, LED w/ battery unit, single face, ceiling or wall mount",rs-means,Unit,180277,Ea
186,"Exit lighting, LED w/ battery unit, double face, ceiling or wall mount",rs-means,Unit,180278,Ea
187,"Exit lighting, LED w/ battery unit, vandal-resistant, single face, ceiling or wall mount",rs-means,Unit,180279,Ea
188,"Combination emergency light units and exit sign, ceiling or wall mount",rs-means,Unit,180280,Ea
189,"Exit lighting, LED retrofit kits",rs-means,Unit,180281,Ea
190,"Low pressure sodium fixture, exterior, wall pack, 35 watt, incl lamps",rs-means,Unit,180282,Ea
191,"Low pressure sodium fixture, exterior, wall pack, 55 watt, incl lamps",rs-means,Unit,180283,Ea
192,"High pressure sodium fixture, exterior, wall pack, 70 watt, incl lamps",rs-means,Unit,180284,Ea
193,"High pressure sodium fixture, exterior, wall pack, 150 watt, incl lamps",rs-means,Unit,180285,Ea
194,"Metal halide fixture, exterior, wall pack, 175 Watt, incl lamps",rs-means,Unit,180286,Ea
195,"Metal halide fixture, exterior, wall pack, 250 Watt, incl lamps",rs-means,Unit,180287,Ea
196,"Metal halide fixture, exterior, wall pack, 400 Watt, incl lamps",rs-means,Unit,180288,Ea
197,"LED fixture, exterior, wall pack, poly lens, 26 watt, incl lamps",rs-means,Unit,180289,Ea
198,"LED fixture, exterior, wall pack, poly lens, 110 watt, incl lamps",rs-means,Unit,180290,Ea
199,"LED fixture, exterior, wall pack, poly lens, 13 watt, incl lamps",rs-means,Unit,180291,Ea
200,"Exterior LED fixture, wall mounted, indoor/outdoor, 12 watt, incl lamps",rs-means,Unit,180292,Ea
201,"Exterior LED fixture, wall mounted, indoor/outdoor, 32 watt, incl lamps",rs-means,Unit,180293,Ea
202,"Exterior LED fixture, wall mounted, indoor/outdoor, 66 watt, incl lamps",rs-means,Unit,180294,Ea
203,"Exterior LED fixture, wall mounted, outdoor, 110 watt, incl lamps",rs-means,Unit,180295,Ea
204,"Exterior LED fixture, wall mounted, outdoor, 220 watt, incl lamps",rs-means,Unit,180296,Ea
205,"Exterior LED fixture, modular, type IV, 120 V, 50 watt, incl lamps",rs-means,Unit,180297,Ea
206,"Exterior LED fixture, modular, type IV, 120 V, 101 watt, incl lamps",rs-means,Unit,180298,Ea
207,"Exterior LED fixture, modular, type IV, 120 V, 126 watt, incl lamps",rs-means,Unit,180299,Ea
208,"Exterior LED fixture, modular, type IV, 120 V, 202 watt, incl lamps",rs-means,Unit,180300,Ea
209,"Exterior LED fixture, modular, type IV, 240 V, 50 watt, incl lamps",rs-means,Unit,180301,Ea
210,"Exterior LED fixture, modular, type IV, 240 V, 101 watt, incl lamps",rs-means,Unit,180302,Ea
211,"Exterior LED fixture, modular, type IV, 240 V, 126 watt, incl lamps",rs-means,Unit,180303,Ea
212,"Exterior LED fixture, modular, type IV, 240 V, 202 watt, incl lamps",rs-means,Unit,180304,Ea
213,"Exterior LED fixture, wall pack, glass, 13 watt, incl lamps",rs-means,Unit,180305,Ea
214,"Exterior LED fixture, wall pack, poly w/photocell, 26 watt, incl lamps",rs-means,Unit,180306,Ea
215,"Exterior LED fixture, wall pack, poly w/photocell, 50 watt, incl lamps",rs-means,Unit,180307,Ea
216,"Exterior LED fixture, wall pack, replacement, 40 watt, incl lamps",rs-means,Unit,180308,Ea
217,"Exterior LED fixture, wall pack, replacement, 60 watt, incl lamps",rs-means,Unit,180309,Ea
218,Parking LED 88 watt lamp pole mounting (excludes pole),rs-means,Unit,180310,Ea
219,Walkway LED 86 watts 4350 lumens pole mounted (includes pole),rs-means,Unit,180311,Ea
220,Walkway LED 86 watts 4630 lumens pole mounted (includes pole),rs-means,Unit,180312,Ea
221,Walkway LED 80 watts 4000 lumens pole mounted (includes pole),rs-means,Unit,180313,Ea
222,"Fluorescent lamp, rapid start, cool white, 20 watt, 2' long",rs-means,Unit,180314,Ea
223,"Fluorescent lamp, rapid start, cool white, 40 watt, 4' long",rs-means,Unit,180315,Ea
224,"Fluorescent lamp, rapid start, cool white, 30 watt, 3' long",rs-means,Unit,180316,Ea
225,"Fluorescent lamp, rapid start, cool white, energy saver, 25 watt, 3' long",rs-means,Unit,180317,Ea
226,"Fluorescent lamp, rapid start, cool white, U-40 watt",rs-means,Unit,180318,Ea
227,"Fluorescent lamp, rapid start, cool white, energy saver, U-34 watt",rs-means,Unit,180319,Ea
228,"Fluorescent lamp, rapid start, cool white, energy saver, 34 watt energy saver, 4' long",rs-means,Unit,180320,Ea
229,"Fluorescent lamp, energy saver, 17 watt, 2' long, T8",rs-means,Unit,180321,Ea
230,"Fluorescent lamp, energy saver, 25 watt, 3' long, T8",rs-means,Unit,180322,Ea
231,"Fluorescent lamp, energy saver, 32 watt, 4' long, T8",rs-means,Unit,180323,Ea
232,"Fluorescent lamp, slimline, 40 watt, 4' long",rs-means,Unit,180324,Ea
233,"Fluorescent lamp, slimline, energy saver, 30 watt, 4' long",rs-means,Unit,180325,Ea
234,"Fluorescent lamp, slimline, 75 watt, 8' long",rs-means,Unit,180326,Ea
235,"Fluorescent lamp, slimline, energy saver, 60 watt, 8' long",rs-means,Unit,180327,Ea
236,"Fluorescent lamp, high output, 60 watt, 4' long",rs-means,Unit,180328,Ea
237,"Fluorescent lamp, high output, 95 watt, 8' long",rs-means,Unit,180329,Ea
238,"Fluorescent lamp, high output, 110 watt, 8' long",rs-means,Unit,180330,Ea
239,"Fluorescent lamp, high output, energy saver, 14 watt, 2' long, T5",rs-means,Unit,180331,Ea
240,"Fluorescent lamp, high output, energy saver, 21 watt, 3' long, T5",rs-means,Unit,180332,Ea
241,"Fluorescent lamp, high output, energy saver, 28 watt, 4' long, T5",rs-means,Unit,180333,Ea
242,"Fluorescent lamp, high output, energy saver, 54 watt, 4' long, T5",rs-means,Unit,180334,Ea
243,"Fluorescent lamp, very high output, 110 watt, 4' long",rs-means,Unit,180335,Ea
244,"Fluorescent lamp, very high output, energy saver, 195 watt, 8' long",rs-means,Unit,180336,Ea
245,"Fluorescent lamp, very high output, 215 watt, 8' long",rs-means,Unit,180337,Ea
246,"Fluorescent lamp, full spectrum, 60 watt, 4' long",rs-means,Unit,180338,Ea
247,"Fluorescent lamp, full spectrum, 85 watt, 6' long",rs-means,Unit,180339,Ea
248,"Fluorescent lamp, full spectrum, 110 watt, 8' long",rs-means,Unit,180340,Ea
249,"Fluorescent lamp, twin tube compact lamp",rs-means,Unit,180341,Ea
250,"Fluorescent lamp, double twin tube compact lamp",rs-means,Unit,180342,Ea
251,"Metal halide lamp, mogul base, 175 Watt",rs-means,Unit,180343,Ea
252,"Metal halide lamp, mogul base, 250 Watt",rs-means,Unit,180344,Ea
253,"Metal halide lamp, mogul base, 400 Watt",rs-means,Unit,180345,Ea
254,"Metal halide lamp, mogul base, 1000 Watt",rs-means,Unit,180346,Ea
255,"Metal halide lamp, mogul base, 125 000 initial lumens, 1000 Watt",rs-means,Unit,180347,Ea
256,"Metal halide lamp, mogul base, 1500 Watt",rs-means,Unit,180348,Ea
257,"High pressure sodium lamp, mogul base, 70 watt",rs-means,Unit,180349,Ea
258,"High pressure sodium lamp, mogul base, 100 watt",rs-means,Unit,180350,Ea
259,"high pressure sodium lamp, mogul base, 150 watt",rs-means,Unit,180351,Ea
260,"high pressure sodium lamp, mogul base, 250 watt",rs-means,Unit,180352,Ea
261,"high pressure sodium lamp, mogul base, 400 watt",rs-means,Unit,180353,Ea
262,"high pressure sodium lamp, mogul base, 1000 watt",rs-means,Unit,180354,Ea
263,"Low pressure sodium lamp, mogul base, 35 watt",rs-means,Unit,180355,Ea
264,"Low pressure sodium lamp, mogul base, 55 watt",rs-means,Unit,180356,Ea
265,"Low pressure sodium lamp, mogul base, 90 watt",rs-means,Unit,180357,Ea
266,"Low pressure sodium lamp, mogul base, 135 watt",rs-means,Unit,180358,Ea
267,"Low pressure sodium lamp, mogul base, 180 watt",rs-means,Unit,180359,Ea
268,"quartzline lamp, clear, 500 watt",rs-means,Unit,180360,Ea
269,"quartzline lamp, clear, 1500 watt",rs-means,Unit,180361,Ea
270,"Quartzline lamp, spot, 50 watt, MR 16",rs-means,Unit,180362,Ea
271,"Quartzline tungsten halogen lamp, 400 Watt, T4",rs-means,Unit,180363,Ea
272,"Quartzline tungsten halogen lamp, 1200 Watt, T3",rs-means,Unit,180364,Ea
273,"Halogen lamp, 50 watt, PAR 30",rs-means,Unit,180365,Ea
274,"Halogen lamp, 90 watt, PAR 38",rs-means,Unit,180366,Ea
275,"LED lamp, interior, globe clear A60, equal to 60 watt",rs-means,Unit,180367,Ea
276,"LED lamp, interior, globe frosted A60, equal to 60 watt",rs-means,Unit,180368,Ea
277,"LED lamp, interior, globe earth, equal to 100 watt",rs-means,Unit,180369,Ea
278,"LED lamp, interior, MR16, 3 watt, replacement of halogen 25 watt",rs-means,Unit,180370,Ea
279,"LED lamp, interior, MR16, 6 watt, replacement of halogen 45 watt",rs-means,Unit,180371,Ea
280,"LED lamp, interior, PAR20, 10 watt, equal to 60 watt",rs-means,Unit,180372,Ea
