building_type,rate_class,province,fuel_type,units,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100,references,links
Commercial,Average Commercial,British Columbia,Natural Gas,GJ,9.680083558,9.699390272,9.288958667,9.440155556,9.580348584,9.809557435,10.15780141,10.51509942,10.96147002,11.37693139,11.89150136,12.29519742,12.28803668,12.28003596,12.28121173,12.28158013,12.29115699,12.31995783,12.34799787,12.38529203,12.41185493,12.41770091,12.40284403,12.39729807,12.39107654,12.37419269,12.3666595,12.3484897,12.32969579,12.32028999,12.3102843,12.41817695,12.52593907,12.63358451,12.74112688,12.84857964,12.955956,13.063269,13.17053151,13.27775616,13.38495545,13.49214169,13.59932698,13.7065233,13.81374243,13.92099601,14.0282955,14.13565221,14.2430773,14.35058179,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,14.45817654,Other Fossil Fuels: ,
Commercial,Res - All,British Columbia,Oil,GJ,30.4366328,29.78529746,29.16199618,29.27300823,29.38268336,29.4910488,29.59813129,29.703957,29.80855161,29.91194031,30.01414777,30.1151982,30.21511533,30.31392243,30.41164229,30.50829729,30.60390936,30.69849998,30.79209025,30.88470081,30.97635194,31.06706351,31.15685498,31.24574546,31.33375367,31.42089796,31.50719634,31.59266646,31.67732561,31.76119077,31.84427856,31.9266053,32.00818698,32.08903926,32.16917753,32.24861686,32.32737203,32.40545752,32.48288753,32.55967601,32.63583661,32.71138271,32.78632746,32.86068371,32.9344641,33.007681,33.08034655,33.15247263,33.22407093,33.29515288,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,33.3657297,,"Transportation fuel prices, Domestic and international markets, Natural Resources Canada (NRCan). Available at: https://www.nrcan.gc.ca/our-natural-resources/domestic-and-international-markets/transportation-fuel-prices/4593"
Commercial,Average Commercial,Quebec,Electricity,GJ,24.73216206,24.4966887,24.26143684,24.4119964,24.48254505,24.68308284,24.90361006,25.16412692,25.16463384,25.3151307,25.51561777,25.77609525,25.98656339,26.24702232,26.61747215,27.04791311,27.42834546,27.81876932,28.08918495,28.3995924,29.10999154,29.50038309,29.77076706,30.52114311,30.81151214,31.11187392,31.41222861,31.71257633,32.02291723,32.32325144,32.63357909,32.93772348,33.24468879,33.55450143,33.86718808,34.18277567,34.50129137,34.82276257,35.14721696,35.47468245,35.80518723,36.13875973,36.47542865,36.81522295,37.15817186,37.50430488,37.85365179,38.20624262,38.5621077,38.92127763,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,39.28378329,,https://www.airnav.com/fuel/local.html
Commercial,Average Commercial,Quebec,Electricity Peak,kW-Month,13.58,13.70636811,13.83391212,13.962643,14.09257177,14.22370959,14.35606771,14.48965748,14.62449037,14.76057793,14.89793186,15.03656392,15.17648602,15.31771016,15.46024845,15.60411313,15.74931653,15.89587112,16.04378946,16.19308426,16.34376831,16.49585454,16.649356,16.80428587,16.96065743,17.1184841,17.27777941,17.43855705,17.60083079,17.76461456,17.92992242,18.09676854,18.26516724,18.43513297,18.60668031,18.77982397,18.95457882,19.13095984,19.30898216,19.48866106,19.67001196,19.85305041,20.03779212,20.22425293,20.41244885,20.60239601,20.79411072,20.98760942,21.18290872,21.38002537,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,21.57897627,,https://www.Oilmonster.com/bunker-fuel-prices/north-america/43
Commercial,Average Commercial,Quebec,Natural Gas,GJ,11.31008356,11.21939027,11.07895867,11.58015556,12.05034858,12.58955744,13.03780141,13.15509942,13.29147002,13.38693139,13.49150136,13.49519742,13.50803668,13.51003596,13.52121173,13.53158013,13.55115699,13.58995783,13.62799787,13.67529203,13.71185493,13.71770091,13.72284403,13.72729807,13.72107654,13.71419269,13.7166595,13.7084897,13.69969579,13.69028999,13.6902843,13.79581624,13.90115309,14.00630807,14.1112942,14.21612427,14.32081087,14.4253664,14.52980305,14.63413285,14.7383676,14.84251896,14.94659837,15.05061713,15.15458635,15.25851697,15.36241977,15.46630537,15.57018423,15.67406667,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,15.77796282,BC References:,
Commercial,Res - All,Quebec,Oil,GJ,26.1368723,25.5379763,24.96736725,25.13132533,25.29420123,25.45602311,25.61681864,25.77661493,25.93543861,26.0933158,26.25027214,26.40633277,26.56152238,26.7158652,26.86938499,27.02210508,27.17404836,27.32523731,27.47569398,27.62544,27.77449663,27.92288471,28.0706247,28.2177367,28.36424041,28.51015521,28.65550008,28.80029368,28.94455432,29.08829998,29.2315483,29.37431661,29.51662192,29.65848094,29.79991006,29.9409254,30.08154275,30.22177765,30.36164536,30.50116083,30.64033879,30.77919367,30.91773966,31.0559907,31.19396047,31.33166241,31.46910973,31.6063154,31.74329218,31.88005257,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,32.01660888,"Electricity (kWh), Natural Gas, Diesel and Gasoline Prices: Energy End-use Prices, Reference Scenario, Canada Energy Future 2020. Available at: https://apps.cer-rec.gc.ca/ftrppndc/dflt.aspx?GoCTemplateCulture=en-CA",
Commercial,Average Commercial,Saskatchewan,Electricity,GJ,32.71059044,31.94600923,31.24462548,31.95904352,32.67082591,33.39002432,33.29669006,33.63087182,33.85261872,33.96197852,33.88899808,34.29372275,34.586198,34.80646791,35.05457564,35.30056361,35.42447347,35.57634586,35.65622081,35.80413737,36.05013392,36.21424824,36.35651721,36.52697695,36.70566296,36.88261002,37.08785222,37.24142304,37.46335516,37.65368079,37.87243138,38.12134837,38.36945669,38.61678895,38.86337715,39.10925273,39.3544466,39.59898913,39.84291016,40.08623901,40.32900451,40.57123499,40.81295828,41.05420176,41.29499232,41.53535643,41.77532007,42.01490881,42.25414778,42.49306171,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,42.73167489,"Electricity Demand Charges ($/kW-month): Electric Tariff, FortisBC Inc. Available at: https://www.cdn.fortisbc.com/libraries/docs/default-source/about-us-documents/regulatory-affairs-documents/electric-utility/fortisbcelectrictariff.pdf?sfvrsn=62823969_46 (lastly visited on Nov 25, 2020)",
Commercial,Average Commercial,Saskatchewan,Electricity Peak,kW-Month,19.2175,19.29642484,19.37567381,19.45524826,19.53514951,19.61537891,19.69593781,19.77682755,19.85804951,19.93960503,20.0214955,20.10372229,20.18628677,20.26919035,20.3524344,20.43602033,20.51994953,20.60422343,20.68884344,20.77381098,20.85912747,20.94479435,21.03081305,21.11718503,21.20391173,21.29099461,21.37843514,21.46623478,21.554395,21.64291729,21.73180313,21.82105403,21.91067147,22.00065696,22.09101201,22.18173815,22.27283689,22.36430977,22.45615832,22.54838408,22.64098861,22.73397346,22.82734019,22.92109038,23.01522558,23.1097474,23.2046574,23.2999572,23.39564838,23.49173256,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,23.58821135,Other Fossil Fuels: ,
Commercial,Average Commercial,Saskatchewan,Natural Gas,GJ,5.180083558,5.209390272,5.268958667,5.370155556,5.460348584,5.549557435,5.677801407,5.815099419,5.961470018,6.076931391,6.191501363,6.215197415,6.238036681,6.260035962,6.281211728,6.311580125,6.341156985,6.389957829,6.447997871,6.495292031,6.551854932,6.567700914,6.582844033,6.597298072,6.611076541,6.614192687,6.616659497,6.628489703,6.629695787,6.630289988,6.640284302,6.710341635,6.780025387,6.849347879,6.918321214,6.986957281,7.055267764,7.123264142,7.190957693,7.258359503,7.325480462,7.392331276,7.458922465,7.525264368,7.591367151,7.657240803,7.722895146,7.788339835,7.853584363,7.918638064,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,7.983510115,,"Transportation fuel prices, Domestic and international markets, Natural Resources Canada (NRCan). Available at: https://www.nrcan.gc.ca/our-natural-resources/domestic-and-international-markets/transportation-fuel-prices/4593"
Commercial,Res - All,Saskatchewan,Oil,GJ,26.76385289,26.17671179,25.61793092,25.79379086,25.96864262,26.14251477,26.31543532,26.48743178,26.65853113,26.82875987,26.99814402,27.1667091,27.33448017,27.50148185,27.66773828,27.83327318,27.99810983,28.16227108,28.32577939,28.48865677,28.65092488,28.81260495,28.97371785,29.13428406,29.2943237,29.45385653,29.61290196,29.77147905,29.9296065,30.08730271,30.24458574,30.40147333,30.55798291,30.71413159,30.86993619,31.02541324,31.18057898,31.33544936,31.49004006,31.64436647,31.79844373,31.95228673,32.10591008,32.25932815,32.41255506,32.56560471,32.71849074,32.87122656,33.02382537,33.17630013,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,33.3286636,,https://www.airnav.com/fuel/local.html
Commercial,Average Commercial,Manitoba,Electricity,GJ,21.60767517,21.64696629,21.69628608,21.88635841,21.92642944,22.1764989,22.39656703,22.64663379,22.65669943,22.85676363,23.75682601,23.94688772,24.13694822,24.3570075,24.59706561,24.77712261,24.90717854,25.25723319,25.42728691,25.60733957,25.80739117,25.89744185,26.07749146,26.4975399,26.69758756,26.9976342,27.43767982,27.56772478,28.02776859,28.35781164,28.64785387,28.91929714,29.19331058,29.46991857,29.7491457,30.03101682,30.31555699,30.60279151,30.89274594,31.18544606,31.48091789,31.77918772,32.08028207,32.38422772,32.69105169,33.00078128,33.31344402,33.62906772,33.94768045,34.26931053,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,34.59398658,,https://www.Oilmonster.com/bunker-fuel-prices/north-america/43
Commercial,Average Commercial,Manitoba,Electricity Peak,kW-Month,8.88,8.964120365,9.049037603,9.134759263,9.221292966,9.308646404,9.396827342,9.485843619,9.575703149,9.66641392,9.757983995,9.850421514,9.943734696,10.03793183,10.1330213,10.22901156,10.32591113,10.42372863,10.52247276,10.62215229,10.72277609,10.82435309,10.92689234,11.03040295,11.13489411,11.24037512,11.34685535,11.45434427,11.56285143,11.67238649,11.78295917,11.89457931,12.00725682,12.12100174,12.23582416,12.35173429,12.46874244,12.58685902,12.70609451,12.82645952,12.94796475,13.070621,13.19443918,13.31943029,13.44560544,13.57297585,13.70155284,13.83134784,13.96237239,14.09463814,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,14.22815685,QC References:,
Commercial,Average Commercial,Manitoba,Natural Gas,GJ,6.050083558,6.099390272,6.168958667,6.260155556,6.350348584,6.439557435,6.557801407,6.695099419,6.841470018,6.956931391,7.071501363,7.095197415,7.118036681,7.130035962,7.151211728,7.181580125,7.211156985,7.259957829,7.307997871,7.365292031,7.411854932,7.437700914,7.442844033,7.457298072,7.471076541,7.474192687,7.476659497,7.478489703,7.479695787,7.490289988,7.490284302,7.559919372,7.629157868,7.698011902,7.766493366,7.834613941,7.902385096,7.969818095,8.036924004,8.103713687,8.17019782,8.236386885,8.302291181,8.367920827,8.433285759,8.498395744,8.563260374,8.627889074,8.692291108,8.756475574,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,8.820451418,"Electricity (kWh), Natural Gas, Diesel and Gasoline Prices: Energy End-use Prices, Reference Scenario, Canada Energy Future 2020. Available at: https://apps.cer-rec.gc.ca/ftrppndc/dflt.aspx?GoCTemplateCulture=en-CA",
